booking_id,hotel_name,hotel_city,hotel_state,hotel_zipcode,hotel_country,booking_for,numbers_of_persons,adults,childrens,days_of_stays,check_in_timestamp,check_out_timestamp,requires_travels_facility,mode_of_travels,amount,discount_category,special_discount,tax,total_amounts,rooms_booked,room_type,booking_source,payment_method,guest_email,booking_status,room_number,guest_type,guest_age,guest_gender
87,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,wedding,3.0,1.0,2.0,4.0,2026-04-14 01:18:00,2026-04-18 01:18:00,No,cycle,89401.35,students_exploring,4470.07,10191.75,95123.03,2.0,Standard,phone,debit_card,guest00087@example.com,cancelled,C312,India,73.0,OTHER
76,art'otel Amsterdam,Amsterdam,North Holland,1012,Netherlands,business,5.0,2.0,3.0,9.0,2025-11-26 19:30:00,2025-12-05 19:30:00,,e-cycle,110269.23,senior_citizens,5513.46,18856.04,123611.81,1.0,Deluxe,phone,cash,guest00076@example.com,checked_in,E510,India,41.0,F
430,Radisson Blu Hotel Dubai Deira Creek,Dubai,Dubai,12345,UAE,transit,5.0,5.0,0.0,2.0,2025-03-25 20:41:00,2025-03-27 20:41:00,Yes,bus 25 seater,42208.69,students_exploring,8441.74,4052.03,37818.98,3.0,Business Class,corporate_portal,debit_card,guest00430@example.com,confirmed,A101,International,41.0,M
16,art'otel Amsterdam,Amsterdam,North Holland,1012,Netherlands,business,3.0,2.0,1.0,7.0,2025-11-18 07:16:00,2025-11-25 07:16:00,No,cycle,61319.53,working_pro_business_trips,3065.98,2912.68,61166.23,1.0,Standard,walk_in,debit_card,guest00016@example.com,checked_out,C312,India,77.0,F
210,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,transit,4.0,3.0,1.0,8.0,2025-02-25 07:54:00,2025-03-05 07:54:00,No,e-cycle,129427.08,students_exploring,12942.71,20967.19,137451.56,1.0,Standard,phone,debit_card,guest00210@example.com,confirmed,C312,International,71.0,OTHER
379,Radisson Blu Hotel Nagpur,Nagpur,Maharashtra,440001,India,transit,5.0,,2.0,10.0,2025-02-26 02:20:00,2025-03-08 02:20:00,,car,226933.37,students_exploring,22693.34,24508.8,228748.83,3.0,Deluxe,mobile_app,credit_card,guest00379@example.com,checked_out,,India,51.0,OTHER
20,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,conference,5.0,2.0,3.0,12.0,2026-07-28 13:39:00,2026-08-09 13:39:00,Yes,bus 11 seater,87507.67,,0.0,4375.38,91883.05,2.0,Suite,phone,debit_card,guest00020@example.com,cancelled,B205,India,42.0,M
318,Radisson Blu Hotel Bengaluru,Bengaluru,Karnataka,560052,India,leisure,6.0,5.0,1.0,8.0,2026-04-10 16:57:00,2026-04-18 16:57:00,Yes,e-cycle,92540.59,working_pro_business_trips,4627.03,10549.63,98463.19,3.0,Business Class,phone,net_banking,guest00318@example.com,cancelled,A101,International,55.0,M
377,Park Plaza Vondelpark Amsterdam,Amsterdam,North Holland,1071,Netherlands,leisure,,3.0,2.0,11.0,2025-09-04 04:47:00,2025-09-15 04:47:00,No,bus 25 seater,124498.42,childrens_trips,0.0,22409.72,146908.14,3.0,Deluxe,travel_agent,net_banking,guest00377@example.com,pending,D401,India,25.0,M
57,Park Plaza Vondelpark Amsterdam,Amsterdam,North Holland,1071,Netherlands,transit,5.0,3.0,2.0,9.0,2026-07-07 11:33:00,2026-07-16 11:33:00,No,car,69855.35,students_exploring,6985.53,7544.38,70414.2,1.0,Deluxe,mobile_app,cash,guest00057@example.com,checked_out,C312,India,68.0,F
276,Radisson Blu Hotel Frankfurt,Frankfurt,Hesse,60329,Germany,leisure,3.0,3.0,0.0,1.0,2026-01-26 02:49:00,2026-01-27 02:49:00,,e-cycle,20757.69,working_pro_business_trips,2075.77,934.1,19616.02,1.0,Suite,website,upi,guest00276@example.com,checked_out,A101,International,52.0,OTHER
399,Radisson Blu Hotel Nagpur,Nagpur,Maharashtra,440001,India,family,4.0,4.0,0.0,7.0,2026-06-10 03:32:00,2026-06-17 03:32:00,No,cycle,119922.89,honeymoon,17988.43,12232.14,114166.6,3.0,Standard,website,cash,guest00399@example.com,pending,B205,International,20.0,M
326,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,conference,2.0,2.0,0.0,5.0,2025-03-03 08:52:00,2025-03-08 08:52:00,Yes,e-cycle,66039.73,students_exploring,0.0,11887.15,77926.88,1.0,Deluxe,walk_in,cash,guest00326@example.com,pending,E510,India,76.0,F
141,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,business,4.0,4.0,0.0,12.0,2026-05-03 03:28:00,2026-05-15 03:28:00,No,e-cycle,105193.52,honeymoon,21038.7,4207.74,88362.56,3.0,Deluxe,phone,debit_card,guest00141@example.com,checked_out,B205,India,39.0,OTHER
434,Radisson Blu Hotel Nagpur,Nagpur,Maharashtra,440001,India,wedding,3.0,3.0,0.0,7.0,2025-11-27 13:54:00,2025-12-04 13:54:00,Yes,e-cycle,96771.15,senior_citizens,9677.11,10451.28,97545.32,1.0,Business Class,corporate_portal,net_banking,guest00434@example.com,checked_in,C312,India,43.0,M
417,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,transit,7.0,5.0,2.0,9.0,2026-06-23 12:37:00,2026-07-02 12:37:00,No,motorcycle,198276.69,,29741.5,20224.22,188759.41,2.0,Suite,mobile_app,debit_card,guest00417@example.com,checked_out,B205,International,63.0,F
422,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,business,4.0,1.0,3.0,10.0,2025-07-17 19:34:00,2025-07-27 19:34:00,Yes,e-cycle,139046.88,working_pro_business_trips,13904.69,22525.59,147667.78,1.0,Standard,travel_agent,debit_card,guest00422@example.com,pending,,International,23.0,OTHER
26,Radisson Blu Hotel Frankfurt,Frankfurt,Hesse,60329,Germany,leisure,5.0,5.0,0.0,11.0,2025-03-16 14:26:00,2025-03-27 14:26:00,Yes,e-cycle,197509.6,,19750.96,21331.04,199089.68,1.0,Standard,corporate_portal,debit_card,guest00026@example.com,pending,,International,21.0,OTHER
461,Radisson Blu Hotel Frankfurt,Frankfurt,Hesse,60329,Germany,transit,6.0,5.0,1.0,2.0,2025-04-13 05:18:00,2025-04-15 05:18:00,No,bus 11 seater,11416.24,students_exploring,2283.25,456.65,9589.64,2.0,Deluxe,mobile_app,credit_card,guest00461@example.com,checked_out,B205,International,62.0,M
138,Radisson Blu Beke Hotel Budapest,Budapest,Budapest,1067,Hungary,wedding,6.0,4.0,2.0,3.0,2025-09-05 08:42:00,2025-09-08 08:42:00,No,cycle,10547.97,working_pro_business_trips,1582.2,1075.89,10041.66,3.0,Suite,walk_in,credit_card,guest00138@example.com,cancelled,,India,24.0,M
456,Park Plaza Vondelpark Amsterdam,Amsterdam,North Holland,1071,Netherlands,leisure,4.0,4.0,0.0,12.0,2025-07-30 09:27:00,2025-08-11 09:27:00,,e-cycle,181705.44,,9085.27,31071.63,203691.8,2.0,Business Class,mobile_app,credit_card,guest00456@example.com,pending,D401,India,70.0,F
350,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,transit,5.0,2.0,3.0,8.0,2025-01-26 12:59:00,2025-02-03 12:59:00,,cycle,186601.78,childrens_trips,0.0,9330.09,195931.87,3.0,Business Class,corporate_portal,upi,guest00350@example.com,checked_out,,India,69.0,OTHER
43,Park Plaza Vondelpark Amsterdam,Amsterdam,North Holland,1071,Netherlands,business,6.0,5.0,1.0,5.0,2025-03-15 01:10:00,2025-03-20 01:10:00,No,e-cycle,75028.02,childrens_trips,3751.4,8553.19,79829.81,3.0,Suite,travel_agent,net_banking,guest00043@example.com,checked_out,D401,International,23.0,OTHER
209,Radisson Blu Hotel Bengaluru,Bengaluru,Karnataka,560052,India,business,1.0,1.0,0.0,12.0,2025-11-20 03:31:00,2025-12-02 03:31:00,Yes,cycle,136395.05,working_pro_business_trips,20459.26,20868.44,136804.23,3.0,Business Class,walk_in,net_banking,guest00209@example.com,pending,,International,78.0,F
238,Park Plaza Vondelpark Amsterdam,Amsterdam,North Holland,1071,Netherlands,wedding,4.0,4.0,0.0,11.0,2026-07-07 00:57:00,2026-07-18 00:57:00,No,bus 11 seater,114320.33,students_exploring,0.0,20577.66,134897.99,2.0,Business Class,walk_in,net_banking,guest00238@example.com,confirmed,D401,India,34.0,F
275,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,business,3.0,3.0,0.0,5.0,2026-08-20 07:14:00,2026-08-25 07:14:00,,bus 25 seater,55376.6,students_exploring,0.0,9967.79,65344.39,1.0,Suite,phone,net_banking,guest00275@example.com,confirmed,E510,International,20.0,OTHER
250,Radisson Blu Hotel Nagpur,Nagpur,Maharashtra,440001,India,family,3.0,3.0,0.0,2.0,2025-08-04 12:37:00,2025-08-06 12:37:00,Yes,bus 25 seater,43589.47,students_exploring,0.0,7846.1,51435.57,3.0,Business Class,travel_agent,debit_card,guest00250@example.com,checked_in,D401,India,44.0,OTHER
469,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,leisure,2.0,2.0,0.0,3.0,2025-07-17 01:40:00,2025-07-20 01:40:00,,car,17487.84,students_exploring,2623.18,743.23,15607.89,3.0,Suite,travel_agent,debit_card,guest00469@example.com,pending,B205,International,29.0,OTHER
356,Radisson Blu Hotel Bengaluru,Bengaluru,Karnataka,560052,India,wedding,8.0,4.0,4.0,5.0,2025-09-08 00:07:00,2025-09-13 00:07:00,No,cycle,16740.08,students_exploring,3348.02,1607.05,14999.11,2.0,Suite,phone,credit_card,guest00356@example.com,cancelled,E510,India,72.0,F
411,Radisson Blu Hotel Mumbai,Mumbai,Maharashtra,400051,India,wedding,6.0,3.0,3.0,9.0,2026-02-24 14:54:00,2026-03-05 14:54:00,Yes,car,108610.43,childrens_trips,0.0,19549.88,128160.31,2.0,Suite,mobile_app,cash,guest00411@example.com,confirmed,D401,India,60.0,OTHER
246,Radisson Blu Hotel Frankfurt,Frankfurt,Hesse,60329,Germany,transit,1.0,1.0,0.0,5.0,2025-01-29 15:07:00,2025-02-03 15:07:00,Yes,bus 25 seater,100484.1,students_exploring,0.0,18087.14,118571.24,2.0,Family Room,walk_in,credit_card,guest00246@example.com,cancelled,B205,International,23.0,F
441,art'otel Amsterdam,Amsterdam,North Holland,1012,Netherlands,family,5.0,4.0,1.0,11.0,2025-03-12 10:12:00,2025-03-23 10:12:00,,cycle,270386.81,childrens_trips,40558.02,41369.18,271197.97,3.0,Business Class,corporate_portal,upi,guest00441@example.com,pending,A101,International,74.0,M
23,Radisson Blu Hotel Mumbai,Mumbai,Maharashtra,400051,India,wedding,2.0,2.0,0.0,9.0,2025-01-02 16:59:00,2025-01-11 16:59:00,No,e-cycle,30810.53,honeymoon,6162.11,2957.81,27606.23,3.0,Business Class,walk_in,upi,guest00023@example.com,checked_in,C312,International,62.0,F
322,Park Plaza Vondelpark Amsterdam,Amsterdam,North Holland,1071,Netherlands,business,4.0,4.0,0.0,5.0,2026-06-28 13:00:00,2026-07-03 13:00:00,Yes,cycle,45619.88,,6842.98,6979.84,45756.74,2.0,Suite,walk_in,upi,guest00322@example.com,cancelled,C312,International,69.0,M
47,Radisson Blu Beke Hotel Budapest,Budapest,Budapest,1067,Hungary,leisure,4.0,1.0,3.0,2.0,2026-03-25 22:31:00,2026-03-27 22:31:00,No,cycle,31851.65,honeymoon,0.0,5733.3,37584.95,3.0,Suite,website,debit_card,guest00047@example.com,confirmed,D401,India,59.0,M
114,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,leisure,8.0,5.0,3.0,1.0,2025-03-21 18:07:00,2025-03-22 18:07:00,No,cycle,6490.04,students_exploring,973.51,275.83,5792.36,1.0,Deluxe,phone,net_banking,guest00114@example.com,checked_in,A101,International,69.0,M
371,Radisson Blu Hotel Dubai Deira Creek,Dubai,Dubai,12345,UAE,family,8.0,5.0,3.0,8.0,2025-02-27 12:16:00,2025-03-07 12:16:00,Yes,car,128904.0,working_pro_business_trips,6445.2,14695.06,137153.86,1.0,Deluxe,travel_agent,upi,guest00371@example.com,checked_out,A101,International,42.0,M
300,Radisson Blu Hotel Dubai Deira Creek,Dubai,Dubai,12345,UAE,wedding,2.0,1.0,1.0,1.0,2026-07-18 10:49:00,2026-07-19 10:49:00,Yes,bus 11 seater,9719.59,senior_citizens,1943.92,1399.62,9175.29,2.0,Business Class,phone,cash,guest00300@example.com,checked_in,A101,India,48.0,M
193,Radisson Blu Hotel Mumbai,Mumbai,Maharashtra,400051,India,conference,2.0,1.0,1.0,12.0,2025-11-24 21:08:00,2025-12-06 21:08:00,No,e-cycle,299295.4,honeymoon,14964.77,34119.68,318450.31,3.0,Family Room,mobile_app,upi,guest00193@example.com,pending,,International,76.0,OTHER
133,Radisson Blu Beke Hotel Budapest,Budapest,Budapest,1067,Hungary,wedding,1.0,1.0,0.0,5.0,2026-04-01 11:48:00,2026-04-06 11:48:00,,motorcycle,30737.45,honeymoon,3073.74,4979.47,32643.18,1.0,Standard,travel_agent,net_banking,guest00133@example.com,confirmed,E510,International,73.0,F
58,Radisson Blu Hotel Nagpur,Nagpur,Maharashtra,440001,India,transit,4.0,3.0,1.0,8.0,2025-09-28 17:07:00,2025-10-06 17:07:00,No,,139186.45,,20877.97,14197.02,132505.5,1.0,Suite,website,net_banking,guest00058@example.com,checked_out,C312,India,59.0,M
183,Radisson Blu Hotel Mumbai,Mumbai,Maharashtra,400051,India,leisure,5.0,5.0,0.0,7.0,2025-08-21 17:03:00,2025-08-28 17:03:00,No,bus 25 seater,99567.54,honeymoon,9956.75,16129.94,105740.73,2.0,Standard,walk_in,net_banking,guest00183@example.com,checked_out,E510,India,25.0,F
25,Radisson Blu Hotel Bengaluru,Bengaluru,Karnataka,560052,India,wedding,3.0,2.0,1.0,12.0,2025-08-07 16:30:00,2025-08-19 16:30:00,No,car,100606.14,senior_citizens,20121.23,14487.28,94972.19,3.0,Business Class,mobile_app,debit_card,guest00025@example.com,pending,A101,India,33.0,F
18,Radisson Blu Hotel Frankfurt,Frankfurt,Hesse,60329,Germany,transit,3.0,3.0,0.0,4.0,2025-08-04 22:21:00,2025-08-08 22:21:00,No,bus 25 seater,30504.05,honeymoon,0.0,1525.2,32029.25,1.0,Business Class,mobile_app,upi,guest00018@example.com,pending,,International,53.0,OTHER
181,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,transit,5.0,5.0,0.0,5.0,2025-01-04 13:05:00,2025-01-09 13:05:00,No,car,20250.48,students_exploring,0.0,1012.52,21263.0,1.0,Business Class,corporate_portal,cash,guest00181@example.com,checked_in,,International,23.0,OTHER
67,Radisson Blu Hotel Frankfurt,Frankfurt,Hesse,60329,Germany,business,4.0,4.0,0.0,11.0,2026-06-04 06:09:00,2026-06-15 06:09:00,No,cycle,47417.33,senior_citizens,7112.6,4836.57,45141.3,2.0,Family Room,walk_in,net_banking,guest00067@example.com,checked_out,A101,International,19.0,M
262,Radisson Blu Hotel Bengaluru,Bengaluru,Karnataka,560052,India,business,8.0,4.0,4.0,5.0,2025-08-11 10:26:00,2025-08-16 10:26:00,Yes,car,62787.4,childrens_trips,0.0,7534.49,70321.89,2.0,Standard,walk_in,cash,guest00262@example.com,pending,B205,International,70.0,F
177,art'otel Amsterdam,Amsterdam,North Holland,1012,Netherlands,leisure,2.0,2.0,0.0,8.0,2026-08-03 03:59:00,2026-08-11 03:59:00,,car,28840.91,,1442.05,3287.86,30686.72,3.0,Business Class,corporate_portal,credit_card,guest00177@example.com,cancelled,B205,India,62.0,M
95,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,family,2.0,2.0,0.0,3.0,2026-06-15 04:19:00,2026-06-18 04:19:00,Yes,bus 25 seater,54769.52,senior_citizens,2738.48,9365.59,61396.63,3.0,Family Room,travel_agent,debit_card,guest00095@example.com,cancelled,E510,India,50.0,OTHER
319,Radisson Blu Hotel Frankfurt,Frankfurt,Hesse,60329,Germany,business,5.0,5.0,0.0,12.0,2025-02-22 21:18:00,2025-03-06 21:18:00,No,bus 25 seater,156557.24,senior_citizens,0.0,28180.3,184737.54,3.0,Business Class,travel_agent,upi,guest00319@example.com,confirmed,,India,56.0,M
385,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,conference,4.0,2.0,2.0,9.0,2025-04-24 05:15:00,2025-05-03 05:15:00,,bus 11 seater,159385.31,childrens_trips,7969.27,18169.92,169585.96,1.0,Family Room,travel_agent,upi,guest00385@example.com,pending,A101,International,41.0,M
24,Radisson Blu Hotel Dubai Deira Creek,Dubai,Dubai,12345,UAE,family,,4.0,1.0,11.0,2025-05-11 06:26:00,2025-05-22 06:26:00,No,cycle,250195.98,honeymoon,37529.4,38279.98,250946.56,2.0,Business Class,mobile_app,cash,guest00024@example.com,checked_out,E510,International,47.0,F
211,Radisson Blu Beke Hotel Budapest,Budapest,Budapest,1067,Hungary,transit,1.0,1.0,0.0,12.0,2026-07-15 16:23:00,2026-07-27 16:23:00,,motorcycle,67300.85,honeymoon,0.0,12114.15,79415.0,2.0,Family Room,mobile_app,debit_card,guest00211@example.com,confirmed,D401,India,47.0,M
347,Radisson Blu Hotel Mumbai,Mumbai,Maharashtra,400051,India,transit,3.0,3.0,0.0,1.0,2026-03-31 23:41:00,2026-04-01 23:41:00,No,motorcycle,2311.25,working_pro_business_trips,0.0,416.02,2727.27,2.0,Business Class,corporate_portal,net_banking,guest00347@example.com,checked_out,E510,International,47.0,F
308,Radisson Blu Hotel Bengaluru,Bengaluru,Karnataka,560052,India,transit,5.0,5.0,0.0,3.0,2026-04-27 07:14:00,2026-04-30 07:14:00,No,bus 25 seater,30696.07,students_exploring,0.0,5525.29,36221.36,2.0,Standard,website,cash,guest00308@example.com,confirmed,C312,International,47.0,M
6,Radisson Blu Hotel Bengaluru,Bengaluru,Karnataka,560052,India,conference,5.0,5.0,0.0,4.0,2025-05-27 08:08:00,2025-05-31 08:08:00,No,bus 11 seater,76522.88,senior_citizens,7652.29,12396.71,81267.3,3.0,Suite,website,credit_card,guest00006@example.com,confirmed,B205,India,68.0,OTHER
117,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,family,3.0,2.0,1.0,9.0,2025-07-02 17:25:00,2025-07-11 17:25:00,No,e-cycle,62697.72,,0.0,3134.89,65832.61,3.0,Suite,walk_in,cash,guest00117@example.com,pending,B205,International,40.0,M
46,Radisson Blu Beke Hotel Budapest,,Budapest,1067,Hungary,conference,7.0,5.0,2.0,7.0,2025-11-28 03:49:00,2025-12-05 03:49:00,Yes,bus 11 seater,12786.93,working_pro_business_trips,1918.04,1304.27,12173.16,2.0,Family Room,corporate_portal,cash,guest00046@example.com,confirmed,B205,International,53.0,M
17,???,Amsterdam,North Holland,1012,Netherlands,wedding,6.0,4.0,2.0,3.0,2025-09-08 11:18:00,2025-09-11 11:18:00,Yes,e-cycle,54366.38,working_pro_business_trips,8154.96,8318.06,54529.48,2.0,Standard,mobile_app,upi,guest00017@example.com,confirmed,A101,India,35.0,F
454,art'otel Amsterdam,Amsterdam,North Holland,1012,Netherlands,transit,5.0,4.0,1.0,10.0,2026-05-02 03:21:00,2026-05-12 03:21:00,,bus 11 seater,88677.75,honeymoon,0.0,4433.89,93111.64,3.0,Family Room,corporate_portal,credit_card,guest00454@example.com,pending,B205,India,76.0,F
401,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,transit,5.0,4.0,1.0,8.0,2025-01-14 05:41:00,2025-01-22 05:41:00,No,bus 25 seater,175645.66,working_pro_business_trips,35129.13,25292.98,165809.51,3.0,Business Class,phone,cash,guest00401@example.com,cancelled,A101,India,26.0,M
4,Radisson Blu Hotel Amsterdam City Center,Amsterdam,,1012,Netherlands,leisure,5.0,4.0,1.0,5.0,2025-08-27 03:24:00,2025-09-01 03:24:00,,bus 25 seater,51320.53,,2566.03,5850.54,54605.04,3.0,Standard,walk_in,debit_card,guest00004@example.com,checked_out,,India,28.0,F
342,Radisson Blu Hotel Nagpur,Nagpur,Maharashtra,440001,India,conference,6.0,4.0,2.0,3.0,2026-05-07 21:19:00,2026-05-10 21:19:00,Yes,e-cycle,57411.15,students_exploring,0.0,6889.34,64300.49,1.0,Business Class,phone,cash,guest00342@example.com,confirmed,,India,42.0,OTHER
447,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,transit,4.0,4.0,0.0,12.0,2026-06-23 22:30:00,2026-07-05 22:30:00,Yes,bus 11 seater,183402.37,senior_citizens,36680.47,26409.94,173131.84,1.0,Suite,mobile_app,cash,guest00447@example.com,pending,C312,International,74.0,F
61,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,leisure,1.0,1.0,0.0,10.0,2025-08-06 20:40:00,2025-08-16 20:40:00,Yes,cycle,95374.12,senior_citizens,0.0,17167.34,112541.46,3.0,Deluxe,mobile_app,upi,guest00061@example.com,pending,E510,India,35.0,M
111,Radisson Blu Hotel Frankfurt,Frankfurt,Hesse,60329,Germany,transit,6.0,4.0,2.0,11.0,2025-07-17 05:39:00,2025-07-28 05:39:00,Yes,bus 11 seater,151299.62,senior_citizens,0.0,18155.95,169455.57,2.0,Business Class,mobile_app,credit_card,guest00111@example.com,cancelled,D401,India,46.0,F
477,Park Plaza Vondelpark Amsterdam,Amsterdam,North Holland,0,Netherlands,family,2.0,2.0,0.0,10.0,2026-05-30 03:28:00,2026-06-09 03:28:00,No,motorcycle,31683.84,,0.0,1584.19,33268.03,3.0,Standard,phone,debit_card,guest00477@example.com,confirmed,C312,India,42.0,M
302,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,transit,6.0,5.0,1.0,3.0,2026-01-20 20:34:00,2026-01-23 20:34:00,No,e-cycle,18441.57,honeymoon,0.0,2212.99,20654.56,2.0,Suite,website,cash,guest00302@example.com,pending,C312,International,71.0,F
30,Radisson Blu Beke Hotel Budapest,Budapest,NULL,1067,Hungary,conference,4.0,3.0,1.0,7.0,2026-03-23 15:01:00,2026-03-30 15:01:00,Yes,cycle,142218.31,working_pro_business_trips,28443.66,5688.73,119463.38,1.0,Suite,walk_in,net_banking,guest00030@example.com,confirmed,A101,International,26.0,F
176,Radisson Blu Hotel Dubai Deira Creek,Dubai,Dubai,12345,UAE,leisure,2.0,2.0,0.0,10.0,2026-01-01 07:42:00,2026-01-11 07:42:00,,car,188286.83,,9414.34,8943.62,187816.11,3.0,Suite,walk_in,credit_card,guest00176@example.com,pending,E510,International,76.0,OTHER
226,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,leisure,3.0,3.0,0.0,12.0,2025-11-09 06:47:00,2025-11-21 06:47:00,Yes,bus 11 seater,273726.84,working_pro_business_trips,41059.03,11633.39,244301.2,2.0,Deluxe,website,debit_card,guest00226@example.com,checked_out,A101,International,59.0,OTHER
27,art'otel Amsterdam,Amsterdam,North Holland,1012,Netherlands,transit,9.0,5.0,4.0,8.0,2025-05-05 14:08:00,2025-05-13 14:08:00,,motorcycle,124915.95,working_pro_business_trips,12491.59,20236.38,132660.74,2.0,Deluxe,phone,cash,guest00027@example.com,checked_in,C312,India,71.0,OTHER
445,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,wedding,2.0,2.0,0.0,3.0,2025-05-02 04:56:00,2025-05-05 04:56:00,No,e-cycle,31722.41,senior_citizens,1586.12,3616.35,33752.64,1.0,Family Room,walk_in,debit_card,guest00445@example.com,checked_out,C312,India,38.0,M
109,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,conference,4.0,1.0,3.0,12.0,2026-08-11 07:34:00,2026-08-23 07:34:00,No,bus 11 seater,70338.03,,0.0,3516.9,73854.93,2.0,Standard,website,upi,guest00109@example.com,checked_out,E510,India,77.0,F
38,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,wedding,2.0,2.0,0.0,12.0,2025-05-03 23:34:00,2025-05-15 23:34:00,,cycle,227227.54,childrens_trips,11361.38,38855.91,254722.07,1.0,Deluxe,travel_agent,debit_card,guest00038@example.com,cancelled,B205,International,18.0,OTHER
158,Radisson Blu Hotel Dubai Deira Creek,Dubai,Dubai,12345,UAE,business,2.0,1.0,1.0,7.0,2026-03-02 13:44:00,2026-03-09 13:44:00,No,car,99915.23,working_pro_business_trips,0.0,11989.83,111905.06,1.0,Deluxe,walk_in,upi,guest00158@example.com,checked_in,E510,India,37.0,OTHER
458,Radisson Blu Hotel Mumbai,Mumbai,Maharashtra,400051,India,leisure,3.0,2.0,1.0,11.0,2026-04-14 12:58:00,2026-04-25 12:58:00,Yes,bus 25 seater,44180.32,,8836.06,1767.21,37111.47,3.0,Business Class,phone,credit_card,guest00458@example.com,pending,D401,International,66.0,OTHER
119,art'otel Amsterdam,Amsterdam,North Holland,1012,Netherlands,family,2.0,2.0,0.0,1.0,2026-07-07 06:48:00,2026-07-08 06:48:00,,cycle,8510.91,,1702.18,1225.57,8034.3,2.0,Deluxe,travel_agent,debit_card,guest00119@example.com,checked_out,B205,International,37.0,F
115,Radisson Blu Hotel Bengaluru,Bengaluru,Karnataka,560052,India,business,5.0,5.0,0.0,8.0,2025-05-16 16:26:00,2025-05-24 16:26:00,No,bus 25 seater,100217.41,honeymoon,5010.87,17137.18,112343.72,3.0,Deluxe,walk_in,credit_card,guest00115@example.com,confirmed,D401,International,62.0,M
228,Radisson Blu Hotel Frankfurt,Frankfurt,Hesse,60329,Germany,business,,5.0,1.0,3.0,2025-11-10 22:37:00,2025-11-13 22:37:00,No,bus 11 seater,61615.9,senior_citizens,6161.59,2772.72,58227.03,3.0,Suite,travel_agent,upi,guest00228@example.com,pending,,International,74.0,F
173,Radisson Blu Beke Hotel Budapest,Budapest,Budapest,1067,Hungary,leisure,7.0,5.0,2.0,4.0,2026-07-01 23:03:00,2026-07-05 23:03:00,Yes,cycle,81197.86,childrens_trips,4059.89,3856.9,80994.87,3.0,Business Class,walk_in,credit_card,guest00173@example.com,cancelled,E510,India,54.0,M
145,Radisson Blu Hotel Mumbai,Mumbai,Maharashtra,400051,India,family,3.0,2.0,1.0,9.0,2025-07-10 15:40:00,2025-07-19 15:40:00,No,cycle,118437.26,honeymoon,0.0,5921.86,124359.12,2.0,Standard,corporate_portal,debit_card,guest00145@example.com,pending,D401,International,44.0,OTHER
363,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012,Netherlands,wedding,5.0,5.0,0.0,1.0,2025-04-12 18:48:00,2025-04-13 18:48:00,Yes,e-cycle,6243.9,honeymoon,312.19,296.59,6228.3,1.0,Family Room,phone,cash,guest00363@example.com,cancelled,,India,46.0,OTHER
475,Park Plaza Vondelpark Amsterdam,Amsterdam,North Holland,1071,Netherlands,family,8.0,5.0,3.0,5.0,2026-03-14 08:44:00,2026-03-19 08:44:00,,motorcycle,85384.38,,8538.44,13832.27,90678.21,1.0,Standard,phone,net_banking,guest00475@example.com,cancelled,B205,International,65.0,M
186,Radisson Blu Beke Hotel Budapest,Budapest,Budapest,1067,Hungary,wedding,5.0,5.0,0.0,10.0,2026-01-28 20:31:00,2026-02-07 20:31:00,,e-cycle,57950.34,,5795.03,2607.77,54763.08,2.0,Standard,corporate_portal,upi,guest00186@example.com,pending,A101,International,76.0,F
204,Radisson Blu Hotel New Delhi,New Delhi,Delhi,110001,India,family,1.0,1.0,0.0,2.0,2026-03-13 23:07:00,2026-03-15 23:07:00,No,motorcycle,10021.5,working_pro_business_trips,2004.3,400.86,8418.06,2.0,Standard,travel_agent,upi,guest00204@example.com,pending,,International,43.0,F
