booking_id,hotel_name,hotel_city,hotel_state,hotel_zipcode,hotel_country,booking_for,numbers_of_persons,adults,childrens,days_of_stays,check_in_timestamp,check_out_timestamp,requires_travels_facility,mode_of_travels,amount,discount_category,special_discount,tax,total_amounts,rooms_booked,room_type,booking_source,payment_method,guest_email,booking_status,room_number,guest_type,guest_age,guest_gender
BKPPCOM-lr7i-0001-dw0t,Park Plaza Chennai OMR,Chennai,Tamil Nadu,600119,India,Business,2,2,0,1,2028-02-26 14:00:00,2028-02-27 10:00:00,Yes,Car,140.00,None,0.00,21.00,161.00,1,Family Suite,Walk-in,Cash,suresh.diazBKPPCOM-lr7i-0001-dw0t@email.com,Confirmed,1209,Regular,29,Male
BKAOBMI-48ki-0002-utah,art'otel Berlin Mitte,Berlin,Berlin,10179,Germany,Leisure,6,3,3,3,2028-02-28 15:00:00,2028-03-02 12:00:00,Yes,Bus,1800.00,Holiday,180.00,270.00,1890.00,2,Standard Queen,Corporate Portal,Invoice,eshe.cruzBKAOBMI-48ki-0002-utah@email.com,Confirmed,642,VIP,34,Male
BKPIBR2-lcsa-0003-8b77,Park Inn by Radisson Izmir,Izmir,Izmir,35410,Turkey,Leisure,5,3,2,6,2028-03-01 16:00:00,2028-03-07 10:00:00,No,Bus,3600.00,Seasonal,360.00,540.00,3780.00,2,Cabin Suite,Corporate Portal,Invoice,lillian.wongBKPIBR2-lcsa-0003-8b77@email.com,Confirmed,1520,VIP,70,Female
BKRBAHC-iskq-0002-7x1e,Radisson Blu Aqua Hotel Chicago,Chicago,IL,60601,USA,Leisure,3,3,0,5,2028-03-03 15:00:00,2028-03-08 11:00:00,No,Train,600.00,Holiday,60.00,90.00,630.00,1,Double Room,Corporate Portal,Invoice,madhuri.sarpongBKRBAHC-iskq-0002-7x1e@email.com,Confirmed,830,Regular,22,Female
BKPIBR5-o7i2-0005-rnpu,Park Inn by Radisson Cape Town Foreshore,Cape Town,Western Cape,8001,South Africa,Leisure,6,4,2,4,2028-03-05 16:00:00,2028-03-09 11:00:00,Yes,Bus,2000.00,Seasonal,200.00,300.00,2100.00,2,Deluxe Queen,Corporate Portal,Invoice,zainab.alexanderBKPIBR5-o7i2-0005-rnpu@email.com,Confirmed,1012,Regular,33,Female
BKPPEIN-t5fk-0004-agaq,Park Plaza Eindhoven,Eindhoven,North Brabant,5611 AJ,Netherlands,Leisure,4,3,1,5,2028-03-07 14:00:00,2028-03-12 11:00:00,No,Train,3000.00,Seasonal,300.00,450.00,3150.00,2,Deluxe Queen,Mobile App,Cash,vidhi.scottBKPPEIN-t5fk-0004-agaq@email.com,Confirmed,639,VIP,63,Male
BKPPLUD-z43u-0003-u0l5,Park Plaza Ludhiana,Ludhiana,Punjab,141001,India,Leisure,2,1,1,6,2028-03-09 15:00:00,2028-03-15 11:00:00,Yes,Flight,1080.00,Holiday,108.00,162.00,1134.00,1,Executive Twin,Corporate Portal,Invoice,sanjay.abdullahBKPPLUD-z43u-0003-u0l5@email.com,Confirmed,677,VIP,48,Female
BKPPLUD-z43u-0003-u0l5,Park Plaza Ludhiana,Ludhiana,Punjab,141001,India,Leisure,2,1,1,6,2028-03-09 15:00:00,2028-03-15 11:00:00,Yes,Flight,1080.00,Holiday,108.00,162.00,1134.00,1,Executive Twin,Corporate Portal,Invoice,sanjay.abdullahBKPPLUD-z43u-0003-u0l5@email.com,Confirmed,677,VIP,48,Female
BKRBHC2-1ab5-0005-9js0,Radisson Blu Hotel Chennai City Centre,Chennai,Tamil Nadu,600008,India,Leisure,7,4,3,2,2028-03-13 16:00:00,2028-03-15 10:00:00,Yes,Train,1800.00,Seasonal,180.00,270.00,1890.00,3,Deluxe Queen,Corporate Portal,Invoice,emily.griffinBKRBHC2-1ab5-0005-9js0@email.com,Confirmed,539,VIP,46,Male
BKRBHCH-qrpp-0002-o5ih,Radisson Blu Hotel Cairo Heliopolis,Cairo,Cairo Governorate,11757,Egypt,Business,1,1,0,7,2028-03-15 14:00:00,2028-03-22 10:00:00,Yes,Flight,1260.00,Corporate,126.00,189.00,1323.00,1,Deluxe Queen,Website,Invoice,li.vermaBKRBHCH-qrpp-0002-o5ih@email.com,Confirmed,382,VIP,18,Male
BKRBHKU-8wvz-0001-2hji,Radisson Blu Hotel Kuwait,Kuwait City,Al Asimah,13122,Kuwait,Leisure,5,2,3,1,2028-03-17 13:00:00,2028-03-18 10:00:00,Yes,Car,560.00,Seasonal,56.00,84.00,588.00,2,Cabin Suite,Website,Invoice,user domain@example.com,Cancelled,656,Regular,39,Female
BKRBHAA-8j5e-0002-5yed,Radisson Blu Hotel Amsterdam Airport Schiphol,Schiphol-Rijk,North Holland,1119 PT,Netherlands,Business,3,3,0,6,2028-03-19 13:00:00,2028-03-25 12:00:00,Yes,Flight,1200.00,Corporate,120.00,180.00,1260.00,1,Double Room,Walk-in,Credit Card,naveen.limBKRBHAA-8j5e-0002-5yed@email.com,Confirmed,889,VIP,63,Male
BKPPCHL-vce6-0001-w674,Park Plaza County Hall London,London,England,SE1 7UT,United Kingdom,Business,1,1,0,4,2028-03-21 13:00:00,2028-03-25 12:00:00,Yes,Car,1120.00,None,0.00,168.00,1288.00,1,Standard King,Corporate Portal,Invoice,charles.karlssonBKPPCHL-vce6-0001-w674@email.com,Pending,207,Corporate,61,Female
BKRBCBV-xcab-0001-1bee,Radisson Blu Chattogram Bay View,Chattogram,Chattogram Division,4000,Bangladesh,Leisure,7,4,3,1,2028-03-23 15:00:00,2028-03-24 10:00:00,No,Bus,360.00,Group,36.00,54.00,378.00,3,Standard King,Corporate Portal,Invoice,claire.nasserBKRBCBV-xcab-0001-1bee@email.com,Pending,1561,VIP,47,Female
BKRBHB2-yhxh-0003-01gj,Radisson Blu Hotel Bristol,Bristol,England,BS1 4BY,United Kingdom,Leisure,6,3,3,1,2028-03-25 15:00:00,2028-03-26 12:00:00,No,Train,320.00,Holiday,32.00,48.00,336.00,2,Deluxe King,Mobile App,Invoice,aaron.yamaguchiBKRBHB2-yhxh-0003-01gj@email.com,Confirmed,652,VIP,49,Male
BKRBHAT-yna7-0003-qox1,Radisson Blu Hotel Athlone,Athlone,County Westmeath,N37 A8X9,Ireland,Leisure,6,3,3,5,2028-03-27 15:00:00,2028-04-01 10:00:00,No,Car,1600.00,Holiday,160.00,240.00,1680.00,2,Deluxe Queen,Website,PayPal,neha.owensBKRBHAT-yna7-0003-qox1@email.com,Cancelled,1437,Regular,43,Female
BKPIB14-s1yx-0001-duey,Park Inn by Radisson Amsterdam City West,Amsterdam,North Holland,1043 NT,Netherlands,Leisure,1,1,0,4,2028-03-29 13:00:00,2028-04-02 11:00:00,Yes,Bus,1200.00,Holiday,120.00,180.00,1260.00,1,Standard Queen,Mobile App,PayPal,george.ortizBKPIB14-s1yx-0001-duey@email.com,Cancelled,717,VIP,77,Female
BKPPDOH-6t2n-0003-ocw4,Park Plaza Doha,Doha,Doha,00000,Qatar,Business,2,2,0,7,2028-03-31 13:00:00,2028-04-07 12:00:00,Yes,Flight,1120.00,None,0.00,168.00,1288.00,1,Standard King,Corporate Portal,Invoice,vijay.kimBKPPDOH-6t2n-0003-ocw4@email.com,Confirmed,1412,Corporate,63,Male
BKRBRVH-oast-0003-byxr,Radisson Blu Royal Viking Hotel Stockholm,Stockholm,Stockholm County,111 20,Sweden,Leisure,5,4,1,3,2028-04-02 15:00:00,2028-04-05 11:00:00,Yes,Flight,1800.00,Group,180.00,270.00,1890.00,2,Ocean View King,Mobile App,PayPal,steven.legrandBKRBRVH-oast-0003-byxr@email.com,Confirmed,527,Regular,75,Female
BKPIB15-h4e0-0001-xbq8,Park Inn by Radisson Brussels Midi,Brussels,Brussels-Capital,1060,Belgium,Business,3,3,0,5,2028-04-04 14:00:00,2028-04-09 11:00:00,Yes,Train,600.00,Corporate,60.00,90.00,630.00,1,Executive King,Website,Cash,kavya.floresBKPIB15-h4e0-0001-xbq8@email.com,Pending,1024,Regular,47,Non-binary
BKPIBR9-yv4w-0002-75ep,Park Inn by Radisson Antwerp Berchem,Antwerp,Antwerp,2600,Belgium,Business,3,3,0,6,2028-04-06 15:00:00,2028-04-12 10:00:00,Yes,Flight,1200.00,None,0.00,180.00,1380.00,1,Standard King,Corporate Portal,Invoice,deepak.dlaminiBKPIBR9-yv4w-0002-75ep@email.com,Confirmed,1054,Corporate,50,Non-binary
BKPIB12-h53w-0003-iu55,Park Inn by Radisson Poznan,Poznan,Greater Poland,60-813,Poland,Leisure,4,3,1,6,2028-04-08 13:00:00,2028-04-14 10:00:00,No,Car,2640.00,Early Bird,264.00,396.00,2772.00,2,Deluxe King,Website,Debit Card,charlotte.marshallBKPIB12-h53w-0003-iu55@email.com,Completed,257,Regular,77,Female
BKRBABE-qku9-0001-fty2,Radisson Blu Atria Bengaluru,Bengaluru,Karnataka,560001,India,Business,2,2,0,4,2028-04-10 16:00:00,2028-04-14 11:00:00,Yes,Car,800.00,Corporate,80.00,120.00,840.00,1,Executive King,Travel Agent,Invoice,ifunanya.schroederBKRBABE-qku9-0001-fty2@email.com,Confirmed,1156,Corporate,53,Male
BKRBHKU-5dvw-0002-d8qb,Radisson Blu Hotel Kuwait,Kuwait City,Al Asimah,13122,Kuwait,Leisure,2,1,1,4,2028-04-12 15:00:00,2028-04-16 10:00:00,No,Car,1000.00,Member,100.00,150.00,1050.00,1,Executive King,Corporate Portal,Invoice,mason.younisBKRBHKU-5dvw-0002-d8qb@email.com,Confirmed,1185,Regular,71,Male
BKRBRHD-0qh2-0001-blj4,Radisson Blu Royal Hotel Dublin,Dublin,County Dublin,D08 VRR7,Ireland,Business,2,2,0,7,2028-04-14 16:00:00,2028-04-21 12:00:00,Yes,Train,1540.00,None,0.00,231.00,1771.00,1,Cabin Suite,Walk-in,Cash,deepak.schumacherBKRBRHD-0qh2-0001-blj4@email.com,Confirmed,452,Corporate,18,Non-binary
BKRBHKU-avkn-0003-4bzj,Radisson Blu Hotel Kuwait,Kuwait City,Al Asimah,13122,Kuwait,Leisure,2,2,0,6,2028-04-16 14:00:00,2028-04-22 11:00:00,No,Flight,720.00,Holiday,72.00,108.00,756.00,1,Cabin Suite,Corporate Portal,Invoice,salman.rodriguezBKRBHKU-avkn-0003-4bzj@email.com,Confirmed,708,Corporate,34,Non-binary
BKUNKWN-mjxk-0020-vnwg,None,Istanbul,Istanbul,34396,Turkey,Leisure,4,3,1,7,2028-04-18 14:00:00,2028-04-25 12:00:00,No,Flight,4200.00,Early Bird,420.00,630.00,4410.00,2,Double Room,Website,Cash,violet.palmerBKUNKWN-mjxk-0020-vnwg@email.com,Confirmed,281,Regular,54,Male
BKPIBRI-fq7f-0003-x4te,Park Inn by Radisson Istanbul Atasehir,Istanbul,Istanbul,34746,Turkey,Leisure,3,1,2,4,2028-04-20 15:00:00,2028-04-24 11:00:00,Yes,Car,480.00,None,0.00,72.00,552.00,1,Deluxe King,Travel Agent,PayPal,khalid.kennedyBKPIBRI-fq7f-0003-x4te@email.com,Confirmed,503,VIP,41,Male
BKRBDWG-ls3h-0002-o5d6,Radisson Blu Dhaka Water Garden,Dhaka,Dhaka Division,1206,Bangladesh,Business,3,3,0,3,2028-04-22 15:00:00,2028-04-25 12:00:00,Yes,Train,420.00,None,0.00,63.00,483.00,1,Family Suite,Travel Agent,PayPal,hritik.ramosBKRBDWG-ls3h-0002-o5d6@email.com,Completed,478,Corporate,55,Male
BKRBHLY-cznb-0002-731t,Radisson Blu Hotel Lyon,Lyon,Auvergne-Rhone-Alpes,69003,France,Business,1,1,0,3,2028-04-24 13:00:00,2028-04-27 10:00:00,Yes,Car,750.00,Corporate,75.00,112.50,787.50,1,Deluxe King,Walk-in,Cash,lucy.chengBKRBHLY-cznb-0002-731t@email.com,Pending,1361,Regular,76,Female
BKRBABE-qo5s-0002-0nkv,Radisson Blu Atria Bengaluru,Bengaluru,Karnataka,560001,India,Leisure,4,4,0,4,2028-04-26 14:00:00,2028-04-30 11:00:00,No,Car,2000.00,Member,200.00,300.00,2100.00,2,Cabin Suite,Mobile App,Credit Card,rahul.brownBKRBABE-qo5s-0002-0nkv@email.com,Cancelled,246,VIP,40,Non-binary
BKRBPHO-6blw-0003-oz4a,Radisson Blu Plaza Hotel Oslo,Oslo,Oslo,0185,Norway,Leisure,5,3,2,2,2028-04-28 13:00:00,2028-04-30 11:00:00,No,Flight,1000.00,Seasonal,100.00,150.00,1050.00,2,Deluxe King,Website,Cash,khushi.itoBKRBPHO-6blw-0003-oz4a@email.com,Cancelled,1030,Regular,79,Female
BKRBBOR-45r9-0005-09jp,Radisson Blu Bengaluru Outer Ring Road,Bengaluru,Karnataka,560037,India,Leisure,4,1,3,2,2028-04-30 16:00:00,2028-05-02 10:00:00,No,Flight,640.00,Early Bird,64.00,96.00,672.00,2,Deluxe King,Corporate Portal,Invoice,yuna.quinnBKRBBOR-45r9-0005-09jp@email.com,Confirmed,1354,VIP,58,Non-binary
BKRBHNA-wftz-0002-o0ud,Radisson Blu Hotel Nagpur,Nagpur,Maharashtra,440015,India,Leisure,3,2,1,3,2028-05-02 15:00:00,2028-05-05 12:00:00,Yes,Train,660.00,Early Bird,66.00,99.00,693.00,1,Family Suite,Mobile App,Cash,user@@example.com,Confirmed,1514,Corporate,31,Female
BKPIB16-0txk-0001-pt7n,Park Inn by Radisson Clark,Clark,Pampanga,2023,Philippines,Leisure,5,4,1,7,2028-05-04 16:00:00,2028-05-11 12:00:00,No,Car,3080.00,Seasonal,308.00,462.00,3234.00,2,Cabin Suite,Mobile App,Cash,,Cancelled,1222,VIP,69,Female
BKPIBRK-6kxj-0005-rtpm,Park Inn by Radisson Krakow,Krakow,Lesser Poland,31-416,Poland,Business,1,1,0,7,2028-05-06 14:00:00,2028-05-13 10:00:00,Yes,Bus,1750.00,Corporate,175.00,262.50,1837.50,1,Family Suite,Mobile App,Invoice,emily.duarteBKPIBRK-6kxj-0005-rtpm@email.com,Pending,235,Corporate,64,Non-binary
BKRBHVA-buxc-0004-qhe8,Radisson Blu Hotel Vadistanbul,Istanbul,Istanbul,34396,Turkey,Business,3,3,0,3,2028-05-08 15:00:00,2028-05-11 10:00:00,Yes,Bus,360.00,Corporate,36.00,54.00,378.00,1,Ocean View King,Mobile App,Credit Card,rachel.khalilBKRBHVA-buxc-0004-qhe8@email.com,Confirmed,617,Corporate,51,Non-binary
BKRBPHO-9p2c-0004-dgiv,Radisson Blu Plaza Hotel Oslo,Oslo,Oslo,0185,Norway,Leisure,3,3,0,7,2028-05-10 14:00:00,2028-05-17 12:00:00,No,Car,840.00,None,0.00,126.00,966.00,1,Family Suite,Mobile App,PayPal,alisha.vargasBKRBPHO-9p2c-0004-dgiv@email.com,Cancelled,388,Corporate,27,Female
BKRBCOI-ecxx-0002-ov4l,Radisson Blu Coimbatore,Coimbatore,Tamil Nadu,641004,India,Business,1,1,0,6,2028-05-12 14:00:00,2028-05-18 11:00:00,Yes,Train,840.00,Corporate,84.00,126.00,882.00,1,Executive Twin,Corporate Portal,Invoice,arthur.vermaBKRBCOI-ecxx-0002-ov4l@email.com,Completed,211,Regular,45,Male
BKRBHNU-wky8-0003-4i7u,Radisson Blu Hotel Nairobi Upper Hill,Nairobi,Nairobi County,00100,Kenya,Leisure,5,4,1,6,2028-05-14 13:00:00,2028-05-20 12:00:00,No,Flight,1440.00,Holiday,144.00,216.00,1512.00,2,Standard Queen,Website,Debit Card,khalid.kapoorBKRBHNU-wky8-0003-4i7u@email.com,Confirmed,1126,Regular,56,Non-binary
BKRBHMC-xphx-0002-nykp,Radisson Blu Hotel Marrakech Carre Eden,Marrakech,Marrakesh-Safi,40000,Morocco,Leisure,4,4,0,5,2028-05-16 13:00:00,2028-05-21 10:00:00,No,Train,1600.00,Seasonal,160.00,240.00,1680.00,2,Executive King,Mobile App,Cash,joseph.hoffmannBKRBHMC-xphx-0002-nykp@email.com,Confirmed,847,Regular,75,Male
BKRBHC3-m9ik-0002-6f25,Radisson Blu Hotel and Convention Centre Kigali,Kigali,Kigali,N/A,Rwanda,Business,2,2,0,6,2028-05-18 15:00:00,2028-05-24 11:00:00,Yes,Car,1080.00,None,0.00,162.00,1242.00,1,Double Room,Travel Agent,Credit Card,yusuf.nguyenBKRBHC3-m9ik-0002-6f25@email.com,Confirmed,274,Corporate,78,Male
BKRBWHS-d2pb-0002-h33q,Radisson Blu Waterfront Hotel Stockholm,Stockholm,Stockholm County,111 64,Sweden,Leisure,4,4,0,3,2028-05-20 14:00:00,2028-05-23 12:00:00,Yes,Car,1500.00,Early Bird,150.00,225.00,1575.00,2,Executive King,Mobile App,Invoice,nora.watanabeBKRBWHS-d2pb-0002-h33q@email.com,Confirmed,407,Regular,47,Non-binary
BKRBHHA-54w2-0001-5f4m,Radisson Blu Hotel Hamburg,Hamburg,Hamburg,20355,Germany,Leisure,5,4,1,2,2028-05-22 15:00:00,2028-05-24 11:00:00,Yes,Flight,1120.00,Seasonal,112.00,168.00,1176.00,2,Deluxe Queen,Corporate Portal,Invoice,lillian.andersonBKRBHHA-54w2-0001-5f4m@email.com,Pending,401,Regular,18,Male
BKPPTRI-8vx8-0003-p94t,Park Plaza Trier,Trier,Rhineland-Palatinate,54292,Germany,Leisure,6,4,2,3,2028-05-24 14:00:00,2028-05-27 12:00:00,No,Bus,960.00,Seasonal,96.00,144.00,1008.00,2,Deluxe King,Walk-in,Cash,benjamin.steinBKPPTRI-8vx8-0003-p94t@email.com,Pending,565,VIP,61,Male
BKUNKWN-dx50-0021-cznd,None,Casablanca,Casablanca-Settat,20250,Morocco,Leisure,7,4,3,3,2028-05-26 16:00:00,2028-05-29 11:00:00,Yes,Flight,1080.00,Holiday,108.00,162.00,1134.00,3,Ocean View King,Walk-in,Credit Card,hamza.westBKUNKWN-dx50-0021-cznd@email.com,Confirmed,1250,Regular,35,Male
BKRBHMC-ugqm-0003-vxa6,Radisson Blu Hotel Marrakech Carre Eden,Marrakech,Marrakesh-Safi,40000,Morocco,Leisure,3,2,1,2,2028-05-28 14:00:00,2028-05-30 12:00:00,No,Car,600.00,Holiday,60.00,90.00,630.00,1,Cabin Suite,Corporate Portal,Invoice,nora.novakBKRBHMC-ugqm-0003-vxa6@email.com,Pending,1558,Regular,36,Female
BKRBHRA-oqbw-0005-p4g7,Radisson Blu Hotel Ranchi,Ranchi,Jharkhand,834001,India,Leisure,5,3,2,2,2028-05-30 16:00:00,2028-06-01 12:00:00,No,Train,800.00,Group,80.00,120.00,840.00,2,Standard King,Mobile App,Debit Card,charles.harrisBKRBHRA-oqbw-0005-p4g7@email.com,Pending,1212,Regular,65,Non-binary
BKRBCBV-3m8i-0002-wian,Radisson Blu Chattogram Bay View,Chattogram,Chattogram Division,4000,Bangladesh,Business,2,2,0,6,2028-06-01 14:00:00,2028-06-07 12:00:00,Yes,Flight,1800.00,Corporate,180.00,270.00,1890.00,1,Standard King,Mobile App,PayPal,alexander.olsenBKRBCBV-3m8i-0002-wian@email.com,Completed,1095,Regular,66,Male
BKPIBRL-2sg5-0004-m3u2,Park Inn by Radisson London Heathrow,London,England,UB7 0EA,United Kingdom,Leisure,3,2,1,4,2028-06-03 13:00:00,2028-06-07 11:00:00,No,Car,640.00,Early Bird,64.00,96.00,672.00,1,Deluxe King,Website,PayPal,florence.panditBKPIBRL-2sg5-0004-m3u2@email.com,Confirmed,860,Corporate,71,Non-binary
BKRBHZA-foqa-0002-ztnp,Radisson Blu Hotel Zurich Airport,Zurich,Zurich,8058,Switzerland,Business,2,2,0,5,2028-06-05 15:00:00,2028-06-10 10:00:00,Yes,Car,1000.00,Corporate,100.00,150.00,1050.00,1,Family Suite,Mobile App,Debit Card,victoria.kowalskiBKRBHZA-foqa-0002-ztnp@email.com,Cancelled,1035,Corporate,63,Male
BKRBHLS-f77f-0001-4oc3,Radisson Blu Hotel London Stansted Airport,Stansted,England,CM24 1PP,United Kingdom,Leisure,2,2,0,6,2028-06-07 16:00:00,2028-06-13 10:00:00,No,Train,1500.00,Early Bird,150.00,225.00,1575.00,1,Standard King,Website,Cash,hannah.hanssonBKRBHLS-f77f-0001-4oc3@email.com,Confirmed,1243,Regular,33,Male
BKPPBER-9j6w-0004-0tjo,Park Plaza Berlin,Berlin,Berlin,10789,Germany,Leisure,5,4,1,4,2028-06-09 16:00:00,2028-06-13 11:00:00,No,Train,1280.00,Holiday,128.00,192.00,1344.00,2,Executive Twin,Website,Credit Card,andrew.kennedyBKPPBER-9j6w-0004-0tjo@email.com,Cancelled,1593,Regular,31,Female
BKRBSHH-w2le-0003-tlfv,Radisson Blu St Helen's Hotel Dublin,Dublin,County Dublin,A94 V6W3,Ireland,Leisure,3,2,1,7,2028-06-11 16:00:00,2028-06-18 10:00:00,No,Train,2100.00,Early Bird,210.00,315.00,2205.00,1,Standard King,Corporate Portal,Invoice,luna.sharmaBKRBSHH-w2le-0003-tlfv@email.com,Cancelled,963,Regular,42,Female
BKPPUTR-xzkf-0004-8og7,Park Plaza Utrecht,Utrecht,Utrecht,3511 CE,Netherlands,Business,3,3,0,3,2028-06-13 14:00:00,2028-06-16 11:00:00,Yes,Train,420.00,Corporate,42.00,63.00,441.00,1,Double Room,Website,Cash,lucas.friedrichBKPPUTR-xzkf-0004-8og7@email.com,Completed,1051,Corporate,45,Female
BKRBHFR-0ja8-0002-dn8m,Radisson Blu Hotel Frankfurt,Frankfurt,Hesse,60486,Germany,Business,2,2,0,1,2028-06-15 14:00:00,2028-06-16 12:00:00,Yes,Car,140.00,None,0.00,21.00,161.00,1,Executive Twin,Mobile App,PayPal,simran.adewaleBKRBHFR-0ja8-0002-dn8m@email.com,Completed,605,Corporate,49,Non-binary
BKRBMIA-acuz-0004-wsxx,Radisson Blu Mumbai International Airport,Mumbai,Maharashtra,400059,India,Leisure,6,4,2,2,2028-06-17 14:00:00,2028-06-19 10:00:00,Yes,Train,560.00,Seasonal,56.00,84.00,588.00,2,Family Suite,Walk-in,Cash,guest.example.com,Completed,1592,Regular,29,Non-binary
BKPPCOM-ymyw-0002-ajas,Park Plaza Chennai OMR,Chennai,Tamil Nadu,600119,India,Leisure,3,1,2,3,2028-06-19 13:00:00,2028-06-22 10:00:00,No,Car,420.00,Member,42.00,63.00,441.00,1,Standard Queen,Corporate Portal,Invoice,luna.scholzBKPPCOM-ymyw-0002-ajas@email.com,Pending,919,Corporate,76,Male
BKRBAHS-jgay-0002-ncvc,Radisson Blu Atlantic Hotel Stavanger,Stavanger,Rogaland,4005,Norway,Leisure,3,2,1,6,2028-06-21 16:00:00,2028-06-27 11:00:00,No,Bus,1500.00,Member,150.00,225.00,1575.00,1,Deluxe Queen,Walk-in,Credit Card,nala.vegaBKRBAHS-jgay-0002-ncvc@email.com,Cancelled,1489,Regular,61,Non-binary
BKRBHGQ-kojx-0003-26hg,Radisson Blu Hotel Gqeberha,Gqeberha,Eastern Cape,6001,South Africa,Business,1,1,0,4,2028-06-23 15:00:00,2028-06-27 11:00:00,Yes,Train,640.00,Corporate,64.00,96.00,672.00,1,Executive Twin,Mobile App,Invoice,gabriel.kennedyBKRBHGQ-kojx-0003-26hg@email.com,Cancelled,193,Regular,44,Male
BKPPEIN-nz0d-0005-czj6,Park Plaza Eindhoven,Eindhoven,North Brabant,5611 AJ,Netherlands,Leisure,3,1,2,5,2028-06-25 13:00:00,2028-06-30 11:00:00,No,Train,700.00,Member,70.00,105.00,735.00,1,Double Room,Corporate Portal,Invoice,adam.thomasBKPPEIN-nz0d-0005-czj6@email.com,Cancelled,603,Regular,27,Male
BKRBPHH-m5n4-0002-nbjg,Radisson Blu Plaza Hotel Hyderabad Banjara Hills,Hyderabad,Telangana,500034,India,Leisure,2,2,0,7,2028-06-27 14:00:00,2028-07-04 10:00:00,Yes,Car,1400.00,None,0.00,210.00,1610.00,1,Cabin Suite,Mobile App,Invoice,clara.youngBKRBPHH-m5n4-0002-nbjg@email.com,Confirmed,387,Regular,19,Non-binary
BKRBHMC-v6sp-0004-ci7o,Radisson Blu Hotel Marrakech Carre Eden,Marrakech,Marrakesh-Safi,40000,Morocco,Leisure,4,4,0,6,2028-06-29 13:00:00,2028-07-05 11:00:00,No,Car,3600.00,Holiday,360.00,540.00,3780.00,2,Family Suite,Mobile App,Cash,angela.martinBKRBHMC-v6sp-0004-ci7o@email.com,Confirmed,1262,Regular,72,Male
BKRBHWR-vigm-0001-2ipy,Radisson Blu Hotel Wroclaw,Wroclaw,Lower Silesian,50-156,Poland,Leisure,4,4,0,2,2028-07-01 14:00:00,2028-07-03 11:00:00,No,Train,480.00,Holiday,48.00,72.00,504.00,2,Cabin Suite,Website,PayPal,tanvi.neumannBKRBHWR-vigm-0001-2ipy@email.com,Cancelled,1314,Corporate,77,Non-binary
BKRBHWR-vigm-0001-2ipy,Radisson Blu Hotel Wroclaw,Wroclaw,Lower Silesian,50-156,Poland,Leisure,4,4,0,2,2028-07-01 14:00:00,2028-07-03 11:00:00,No,Train,480.00,Holiday,48.00,72.00,504.00,2,Cabin Suite,Website,PayPal,tanvi.neumannBKRBHWR-vigm-0001-2ipy@email.com,Cancelled,1314,Corporate,77,Non-binary
BKRBHLS-sqdf-0002-sbuw,Radisson Blu Hotel London Stansted Airport,Stansted,England,CM24 1PP,United Kingdom,Leisure,2,2,0,6,2028-07-05 16:00:00,2028-07-11 12:00:00,No,Train,1200.00,Holiday,120.00,180.00,1260.00,1,Executive Twin,Corporate Portal,Invoice,arjun.langBKRBHLS-sqdf-0002-sbuw@email.com,Confirmed,1315,Regular,38,Non-binary
BKRBHBI-4d70-0003-e82k,Radisson Blu Hotel Birmingham,Birmingham,England,B1 1BT,United Kingdom,Leisure,6,3,3,5,2028-07-07 15:00:00,2028-07-12 11:00:00,No,Car,2200.00,Seasonal,220.00,330.00,2310.00,2,Deluxe Queen,Website,Cash,neha.garnierBKRBHBI-4d70-0003-e82k@email.com,Cancelled,1140,Regular,59,Male
BKRBHWC-412y-0001-5ac7,Radisson Blu Hotel Waterfront Cape Town,Cape Town,Western Cape,8002,South Africa,Leisure,7,4,3,3,2028-07-09 13:00:00,2028-07-12 11:00:00,No,Bus,2250.00,Group,225.00,337.50,2362.50,3,Cabin Suite,Walk-in,Credit Card,aiden.frankeBKRBHWC-412y-0001-5ac7@email.com,Completed,118,Regular,35,Female
BKPIBRM-jug4-0003-p3y7,Park Inn by Radisson Manchester City Centre,Manchester,England,M4 4HY,United Kingdom,Leisure,3,3,0,7,2028-07-11 14:00:00,2028-07-18 11:00:00,Yes,Bus,840.00,Holiday,84.00,126.00,882.00,1,Cabin Suite,Mobile App,Credit Card,theodore.mehtaBKPIBRM-jug4-0003-p3y7@email.com,Pending,831,VIP,56,Male
BKPIBRK-asjm-0006-yjhi,Park Inn by Radisson Krakow,Krakow,Lesser Poland,31-416,Poland,Business,3,3,0,6,2028-07-13 14:00:00,2028-07-19 12:00:00,Yes,Car,1200.00,Corporate,120.00,180.00,1260.00,1,Family Suite,Mobile App,Debit Card,shubham.khannaBKPIBRK-asjm-0006-yjhi@email.com,Confirmed,120,Corporate,69,Male
BKRBRHG-c9y2-0002-47fj,Radisson Blu Riverside Hotel Gothenburg,Gothenburg,Vastra Gotaland,417 56,Sweden,Business,1,1,0,4,2028-07-15 15:00:00,2028-07-19 10:00:00,Yes,Train,880.00,None,0.00,132.00,1012.00,1,Family Suite,Mobile App,Credit Card,jackson.wilkinsonBKRBRHG-c9y2-0002-47fj@email.com,Completed,1340,Regular,26,Female
